节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
111, 0, 4, 5, 6, 0, False, 1
112, 0, 4, 5, 6, 0, False, 2
113, 0, 4, 5, 6, 0, False, 3
114, 1, 7, 8, 9, 0, False, 1
115, 1, 7, 8, 0, 0, False, 2
116, 1, 7, 8, 9, 0, False, 3
117, 1, 7, 8, 9, 0, False, 4
118, 1, 7, 8, 9, 0, False, 5
119, 1, 7, 8, 9, 0, False, 6
120, 6, 80, 83, 0, 0, False, 75
121, 6, 80, 83, 85, 88, False, 77
122, 6, 81, 85, 0, 0, False, 79
123, 7, 84, 86, 0, 0, False, 70
124, 7, 82, 0, 0, 0, False, 71
125, 7, 82, 92, 94, 0, False, 73
126, 7, 86, 95, 0, 0, False, 79
127, 7, 82, 86, 95, 0, False, 80
128, 7, 82, 86, 96, 0, False, 81
129, 7, 99, 0, 0, 0, False, 87
130, 7, 91, 92, 99, 0, False, 88
131, 7, 91, 100, 0, 0, False, 89
132, 7, 91, 92, 100, 0, False, 90
133, 7, 94, 0, 0, 0, True, 93
134, 8, 97, 0, 0, 0, True, 83
135, 8, 97, 0, 0, 0, True, 84
136, 8, 103, 0, 0, 0, False, 95
137, 8, 103, 0, 0, 0, False, 96
138, 8, 104, 0, 0, 0, False, 99
139, 8, 104, 0, 0, 0, False, 100
140, 9, 105, 0, 0, 0, True, 97
141, 9, 106, 0, 0, 0, True, 101
142, 9, 105, 0, 0, 0, False, 103
143, 9, 106, 0, 0, 0, False, 104
144, 10, 107, 107, 0, 0, True, 98
145, 10, 108, 108, 0, 0, True, 102
146, 10, 107, 0, 0, 0, False, 105
147, 10, 108, 0, 0, 0, False, 106
148, 11, 109, 0, 0, 0, False, 107
149, 11, 109, 0, 0, 0, False, 108
150, 12, 110, 0, 0, 0, False, 109
