节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
111, 0, 17, 0, 0, 0, False, 1
112, 0, 17, 0, 0, 0, False, 2
113, 0, 19, 0, 0, 0, False, 3
114, 0, 19, 0, 0, 0, False, 4
115, 0, 17, 21, 0, 0, False, 5
116, 0, 17, 18, 21, 0, False, 6
117, 0, 19, 23, 0, 0, False, 7
118, 0, 19, 20, 23, 0, False, 8
119, 0, 21, 25, 0, 0, False, 9
120, 0, 21, 22, 25, 0, False, 10
121, 0, 17, 23, 27, 0, False, 11
122, 0, 17, 18, 23, 24, False, 12
123, 0, 18, 19, 25, 29, False, 13
124, 0, 19, 20, 25, 26, False, 14
125, 0, 19, 27, 31, 0, False, 15
126, 0, 20, 21, 22, 27, False, 16
127, 1, 33, 0, 0, 0, False, 17
128, 1, 33, 0, 0, 0, False, 18
129, 1, 35, 0, 0, 0, False, 19
130, 1, 35, 0, 0, 0, False, 20
131, 1, 33, 37, 0, 0, False, 21
132, 1, 33, 34, 37, 0, False, 22
133, 1, 33, 35, 39, 0, False, 23
134, 1, 35, 36, 39, 0, False, 24
135, 1, 37, 41, 0, 0, False, 25
136, 1, 37, 41, 0, 0, False, 26
137, 1, 33, 38, 40, 43, False, 27
138, 1, 33, 38, 40, 43, False, 28
139, 1, 34, 39, 41, 45, False, 29
140, 1, 34, 39, 41, 45, False, 30
141, 1, 35, 36, 37, 40, False, 31
142, 1, 33, 38, 40, 44, False, 32
143, 2, 49, 0, 0, 0, False, 33
144, 2, 49, 0, 0, 0, False, 34
145, 2, 50, 0, 0, 0, False, 35
146, 2, 50, 0, 0, 0, False, 36
147, 2, 49, 50, 51, 0, False, 37
148, 2, 50, 51, 0, 0, False, 38
149, 2, 50, 52, 0, 0, False, 39
150, 2, 52, 53, 0, 0, False, 40
151, 2, 53, 54, 0, 0, False, 41
152, 2, 53, 54, 55, 0, False, 42
153, 2, 54, 56, 0, 0, False, 43
154, 2, 49, 54, 56, 0, False, 44
155, 2, 49, 55, 0, 0, False, 45
156, 2, 50, 51, 52, 55, False, 46
157, 2, 53, 56, 0, 0, False, 47
158, 2, 53, 56, 0, 0, False, 48
159, 3, 58, 59, 0, 0, False, 46
160, 3, 58, 60, 0, 0, False, 47
161, 3, 57, 58, 61, 62, False, 49
162, 3, 59, 60, 62, 63, False, 50
163, 3, 57, 61, 62, 64, False, 51
164, 3, 58, 59, 61, 63, False, 52
165, 3, 57, 58, 62, 63, False, 53
166, 3, 58, 59, 60, 66, False, 54
167, 3, 59, 65, 66, 68, False, 55
168, 3, 60, 61, 62, 64, False, 56
169, 4, 69, 0, 0, 0, False, 56
170, 4, 69, 70, 0, 0, False, 57
171, 4, 70, 71, 0, 0, False, 58
172, 4, 69, 70, 72, 0, False, 59
173, 4, 71, 73, 0, 0, False, 60
174, 4, 70, 73, 74, 0, False, 61
175, 4, 71, 74, 0, 0, False, 62
176, 4, 72, 74, 0, 0, False, 63
177, 4, 69, 73, 0, 0, False, 64
178, 4, 69, 74, 0, 0, False, 65
179, 4, 70, 71, 72, 73, False, 66
180, 4, 73, 74, 0, 0, False, 67
181, 4, 72, 73, 0, 0, False, 68
182, 5, 75, 76, 0, 0, False, 64
183, 5, 76, 77, 0, 0, False, 65
184, 5, 77, 0, 0, 0, False, 66
185, 5, 77, 78, 0, 0, False, 67
186, 5, 78, 0, 0, 0, False, 68
187, 5, 75, 76, 0, 0, False, 69
188, 5, 75, 0, 0, 0, False, 70
189, 5, 76, 0, 0, 0, False, 71
190, 5, 75, 77, 78, 0, False, 72
191, 5, 75, 77, 0, 0, False, 73
192, 5, 78, 0, 0, 0, False, 74
193, 6, 79, 80, 84, 86, False, 70
194, 6, 80, 82, 0, 0, False, 71
195, 6, 80, 81, 0, 0, False, 72
196, 6, 81, 82, 94, 0, False, 73
197, 6, 81, 83, 88, 90, False, 74
198, 6, 80, 82, 83, 84, False, 75
199, 6, 82, 84, 86, 0, False, 76
200, 6, 83, 85, 88, 90, False, 77
201, 6, 84, 94, 0, 0, False, 78
202, 6, 94, 0, 0, 0, True, 93
203, 7, 95, 0, 0, 0, False, 79
204, 7, 95, 0, 0, 0, False, 80
205, 7, 96, 0, 0, 0, False, 81
206, 7, 96, 0, 0, 0, False, 82
207, 7, 97, 0, 0, 0, True, 83
208, 7, 97, 0, 0, 0, True, 84
209, 7, 98, 0, 0, 0, True, 85
210, 7, 98, 0, 0, 0, True, 86
211, 7, 99, 0, 0, 0, False, 87
212, 7, 91, 99, 0, 0, False, 88
213, 7, 91, 100, 0, 0, False, 89
214, 7, 91, 100, 0, 0, False, 90
215, 7, 93, 101, 0, 0, True, 92
216, 7, 102, 102, 0, 0, True, 93
217, 7, 102, 0, 0, 0, True, 94
218, 8, 93, 0, 0, 0, True, 91
219, 8, 93, 0, 0, 0, True, 92
220, 8, 103, 0, 0, 0, False, 95
221, 8, 103, 0, 0, 0, False, 96
222, 8, 104, 0, 0, 0, False, 99
223, 8, 104, 0, 0, 0, False, 100
224, 9, 105, 0, 0, 0, True, 97
225, 9, 106, 0, 0, 0, True, 101
226, 9, 105, 0, 0, 0, False, 103
227, 9, 106, 0, 0, 0, False, 104
228, 10, 107, 0, 0, 0, True, 98
229, 10, 108, 0, 0, 0, True, 102
230, 10, 107, 0, 0, 0, False, 105
231, 10, 108, 0, 0, 0, False, 106
232, 11, 109, 0, 0, 0, False, 107
233, 11, 109, 0, 0, 0, False, 108
234, 12, 110, 0, 0, 0, False, 109
