节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
111, 0, 3, 4, 0, 0, False, 1
112, 0, 3, 4, 0, 0, False, 2
113, 1, 5, 0, 0, 0, False, 1
114, 1, 5, 0, 0, 0, False, 2
115, 1, 5, 0, 0, 0, False, 3
116, 1, 5, 0, 0, 0, False, 4
117, 2, 57, 0, 0, 0, True, 51
118, 2, 58, 59, 0, 0, False, 55
119, 3, 61, 0, 0, 0, True, 17
120, 3, 60, 62, 63, 64, False, 50
121, 3, 62, 63, 64, 65, False, 53
122, 3, 60, 66, 67, 68, False, 54
123, 3, 65, 66, 67, 68, False, 55
124, 3, 60, 63, 64, 67, False, 57
125, 3, 62, 63, 70, 0, False, 58
126, 3, 62, 64, 69, 70, False, 59
127, 4, 71, 73, 0, 0, False, 60
128, 4, 71, 73, 74, 0, False, 61
129, 4, 71, 72, 74, 75, False, 62
130, 4, 72, 74, 76, 0, False, 63
131, 4, 73, 75, 76, 0, False, 64
132, 4, 73, 74, 76, 0, False, 65
133, 4, 71, 72, 73, 74, False, 66
134, 4, 71, 73, 74, 75, False, 67
135, 4, 72, 73, 76, 0, False, 68
136, 4, 73, 74, 75, 76, False, 69
137, 4, 73, 74, 75, 76, False, 70
138, 5, 77, 0, 0, 0, False, 71
139, 5, 77, 78, 0, 0, False, 72
140, 5, 77, 78, 0, 0, False, 73
141, 5, 78, 0, 0, 0, False, 74
142, 5, 79, 0, 0, 0, False, 75
143, 5, 79, 0, 0, 0, False, 76
144, 6, 80, 83, 85, 88, False, 77
145, 6, 81, 84, 94, 0, False, 78
146, 6, 81, 85, 86, 0, False, 79
147, 6, 93, 0, 0, 0, True, 92
148, 7, 95, 0, 0, 0, False, 80
149, 7, 96, 0, 0, 0, False, 81
150, 7, 97, 0, 0, 0, True, 83
151, 7, 97, 0, 0, 0, True, 84
152, 7, 99, 0, 0, 0, False, 87
153, 7, 91, 99, 0, 0, False, 88
154, 7, 91, 100, 0, 0, False, 89
155, 7, 91, 100, 0, 0, False, 90
156, 8, 11, 11, 11, 11, True, 7
157, 8, 13, 14, 0, 0, True, 11
158, 8, 13, 14, 0, 0, False, 12
159, 8, 101, 0, 0, 0, True, 91
160, 8, 101, 0, 0, 0, True, 92
161, 8, 103, 0, 0, 0, False, 95
162, 8, 103, 0, 0, 0, False, 96
163, 8, 104, 0, 0, 0, False, 99
164, 8, 104, 0, 0, 0, False, 100
165, 9, 11, 11, 11, 11, True, 7
166, 9, 11, 15, 0, 0, False, 8
167, 9, 11, 15, 0, 0, False, 10
168, 9, 15, 15, 16, 16, True, 11
169, 9, 15, 16, 0, 0, False, 12
170, 9, 15, 16, 0, 0, False, 13
171, 9, 15, 16, 0, 0, False, 14
172, 9, 105, 0, 0, 0, True, 97
173, 9, 106, 0, 0, 0, True, 101
174, 9, 105, 0, 0, 0, False, 103
175, 9, 106, 0, 0, 0, False, 104
176, 10, 107, 107, 0, 0, True, 98
177, 10, 108, 108, 0, 0, True, 102
178, 10, 107, 0, 0, 0, False, 105
179, 10, 108, 0, 0, 0, False, 106
180, 11, 109, 0, 0, 0, False, 107
181, 11, 109, 0, 0, 0, False, 108
182, 12, 110, 0, 0, 0, False, 109
