节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
93, 0, 4, 0, 0, 0, False, 1
94, 0, 5, 6, 7, 0, False, 2
95, 0, 8, 0, 0, 0, False, 3
96, 1, 9, 0, 0, 0, False, 4
97, 1, 9, 0, 0, 0, False, 5
98, 1, 10, 11, 12, 0, False, 6
99, 1, 13, 0, 0, 0, False, 7
100, 1, 13, 0, 0, 0, False, 8
101, 2, 14, 0, 0, 0, False, 9
102, 2, 14, 0, 0, 0, False, 10
103, 2, 15, 16, 17, 0, False, 11
104, 2, 18, 0, 0, 0, False, 12
105, 2, 18, 0, 0, 0, False, 13
106, 3, 19, 0, 0, 0, False, 14
107, 3, 19, 0, 0, 0, False, 15
108, 3, 20, 21, 22, 0, False, 16
109, 3, 23, 0, 0, 0, False, 17
110, 3, 23, 0, 0, 0, False, 18
111, 4, 24, 0, 0, 0, False, 19
112, 4, 24, 0, 0, 0, False, 20
113, 4, 25, 26, 27, 0, False, 21
114, 4, 28, 0, 0, 0, False, 22
115, 4, 28, 0, 0, 0, False, 23
116, 5, 29, 0, 0, 0, False, 24
117, 5, 29, 0, 0, 0, False, 25
118, 5, 30, 31, 32, 0, False, 26
119, 5, 33, 0, 0, 0, False, 27
120, 5, 33, 0, 0, 0, False, 28
121, 6, 34, 0, 0, 0, False, 22
122, 6, 34, 0, 0, 0, False, 29
123, 6, 34, 0, 0, 0, False, 30
124, 6, 35, 36, 37, 0, False, 31
125, 6, 38, 0, 0, 0, False, 32
126, 6, 38, 0, 0, 0, False, 33
127, 6, 83, 0, 0, 0, False, 77
128, 6, 84, 0, 0, 0, False, 78
129, 6, 85, 0, 0, 0, False, 79
130, 6, 86, 0, 0, 0, False, 80
131, 7, 39, 41, 0, 0, False, 34
132, 7, 39, 42, 0, 0, False, 35
133, 7, 40, 41, 42, 0, False, 36
134, 7, 43, 0, 0, 0, False, 37
135, 7, 43, 0, 0, 0, False, 38
136, 7, 87, 0, 0, 0, True, 81
137, 7, 88, 0, 0, 0, True, 82
138, 7, 89, 0, 0, 0, False, 83
139, 7, 90, 0, 0, 0, False, 84
140, 7, 89, 0, 0, 0, False, 85
141, 7, 90, 0, 0, 0, False, 86
142, 7, 88, 88, 0, 0, True, 87
143, 8, 44, 0, 0, 0, False, 39
144, 8, 44, 0, 0, 0, False, 40
145, 8, 45, 46, 47, 0, False, 41
146, 8, 48, 0, 0, 0, False, 42
147, 8, 48, 0, 0, 0, False, 43
148, 8, 91, 0, 0, 0, False, 89
149, 8, 91, 0, 0, 0, False, 90
150, 9, 49, 0, 0, 0, False, 44
151, 9, 49, 0, 0, 0, False, 45
152, 9, 50, 51, 52, 0, False, 46
153, 9, 53, 0, 0, 0, False, 47
154, 9, 53, 0, 0, 0, False, 48
155, 9, 92, 0, 0, 0, True, 88
156, 9, 92, 0, 0, 0, False, 91
157, 10, 54, 0, 0, 0, False, 41
158, 10, 55, 0, 0, 0, False, 42
159, 10, 54, 0, 0, 0, False, 49
160, 10, 54, 0, 0, 0, False, 50
161, 10, 55, 56, 57, 0, False, 51
162, 10, 58, 0, 0, 0, False, 52
163, 10, 58, 0, 0, 0, False, 53
164, 11, 60, 0, 0, 0, False, 47
165, 11, 59, 0, 0, 0, False, 54
166, 11, 59, 0, 0, 0, False, 55
167, 11, 60, 61, 62, 0, False, 56
168, 11, 63, 0, 0, 0, False, 57
169, 11, 63, 0, 0, 0, False, 58
170, 12, 64, 65, 0, 0, False, 51
171, 12, 66, 67, 0, 0, False, 52
172, 12, 64, 67, 0, 0, False, 53
173, 12, 65, 68, 0, 0, False, 55
174, 12, 64, 0, 0, 0, False, 59
175, 12, 64, 0, 0, 0, False, 60
176, 12, 65, 66, 67, 0, False, 61
177, 12, 68, 0, 0, 0, False, 62
178, 12, 68, 0, 0, 0, False, 63
179, 13, 69, 0, 0, 0, False, 64
180, 13, 69, 0, 0, 0, False, 65
181, 13, 70, 71, 72, 0, False, 66
182, 13, 73, 0, 0, 0, False, 67
183, 13, 73, 0, 0, 0, False, 68
184, 14, 74, 0, 0, 0, False, 69
185, 14, 74, 0, 0, 0, False, 70
186, 14, 75, 0, 0, 0, False, 72
187, 14, 75, 0, 0, 0, False, 73
