节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
111, 0, 2, 3, 0, 0, False, 1
112, 1, 4, 0, 0, 0, False, 1
113, 1, 4, 0, 0, 0, True, 2
114, 1, 4, 0, 0, 0, False, 3
115, 2, 5, 0, 0, 0, False, 1
116, 2, 5, 0, 0, 0, True, 2
117, 2, 5, 0, 0, 0, False, 4
118, 5, 7, 9, 10, 0, False, 1
119, 5, 7, 10, 11, 0, True, 2
120, 5, 9, 10, 11, 0, True, 7
121, 5, 9, 10, 11, 0, False, 8
122, 5, 10, 11, 0, 0, True, 9
123, 5, 11, 0, 0, 0, False, 10
124, 6, 7, 9, 0, 0, False, 1
125, 6, 7, 11, 12, 0, True, 2
126, 6, 9, 9, 11, 11, True, 7
127, 6, 9, 11, 12, 0, False, 8
128, 6, 11, 12, 0, 0, True, 9
129, 6, 11, 12, 0, 0, False, 10
130, 6, 12, 0, 0, 0, True, 11
131, 6, 80, 83, 88, 90, False, 77
132, 6, 81, 84, 94, 0, False, 78
133, 6, 93, 0, 0, 0, True, 92
134, 7, 85, 95, 0, 0, False, 79
135, 7, 95, 0, 0, 0, False, 80
136, 7, 96, 0, 0, 0, False, 81
137, 7, 97, 0, 0, 0, True, 83
138, 7, 97, 0, 0, 0, True, 84
139, 7, 99, 0, 0, 0, False, 87
140, 7, 91, 99, 0, 0, False, 88
141, 7, 91, 100, 0, 0, False, 89
142, 7, 91, 100, 0, 0, False, 90
143, 8, 101, 0, 0, 0, True, 91
144, 8, 103, 0, 0, 0, False, 95
145, 8, 103, 0, 0, 0, False, 96
146, 8, 104, 0, 0, 0, False, 99
147, 8, 104, 0, 0, 0, False, 100
148, 9, 105, 0, 0, 0, True, 97
149, 9, 106, 0, 0, 0, True, 101
150, 9, 105, 0, 0, 0, False, 103
151, 9, 106, 0, 0, 0, False, 104
152, 10, 107, 107, 0, 0, True, 98
153, 10, 108, 108, 0, 0, True, 102
154, 10, 107, 0, 0, 0, False, 105
155, 10, 108, 0, 0, 0, False, 106
156, 11, 109, 0, 0, 0, False, 107
157, 11, 109, 0, 0, 0, False, 108
158, 12, 110, 0, 0, 0, False, 109
