节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
111, 0, 2, 3, 0, 0, False, 1
112, 1, 4, 0, 0, 0, False, 1
113, 1, 4, 5, 6, 0, False, 2
114, 1, 4, 5, 6, 0, False, 3
115, 1, 39, 40, 0, 0, False, 24
116, 1, 41, 42, 0, 0, False, 25
117, 2, 7, 0, 0, 0, False, 2
118, 2, 8, 0, 0, 0, False, 3
119, 2, 7, 8, 0, 0, False, 4
120, 2, 7, 8, 0, 0, False, 5
121, 2, 7, 8, 0, 0, False, 6
122, 2, 46, 47, 0, 0, False, 32
123, 2, 48, 50, 51, 0, False, 35
124, 2, 50, 51, 52, 0, False, 38
125, 2, 45, 50, 52, 0, False, 39
126, 2, 46, 52, 53, 56, False, 40
127, 2, 45, 46, 47, 53, False, 41
128, 2, 48, 53, 54, 55, False, 42
129, 2, 46, 48, 54, 56, False, 43
130, 2, 47, 49, 54, 56, False, 44
131, 3, 9, 10, 11, 0, False, 7
132, 3, 9, 10, 11, 0, False, 8
133, 3, 60, 0, 0, 0, False, 45
134, 3, 61, 0, 0, 0, False, 46
135, 3, 60, 0, 0, 0, False, 47
136, 3, 60, 61, 63, 0, False, 48
137, 3, 61, 62, 63, 69, False, 49
138, 3, 60, 62, 63, 64, False, 50
139, 3, 61, 62, 64, 65, False, 51
140, 3, 61, 63, 64, 66, False, 52
141, 3, 62, 63, 64, 65, False, 53
142, 3, 60, 66, 67, 68, False, 54
143, 3, 65, 66, 67, 68, False, 55
144, 3, 60, 61, 62, 64, False, 56
145, 3, 60, 63, 64, 67, False, 57
146, 3, 62, 63, 70, 0, False, 58
147, 3, 62, 64, 69, 70, False, 59
148, 4, 71, 73, 0, 0, False, 60
149, 4, 71, 73, 74, 0, False, 61
150, 4, 71, 72, 74, 75, False, 62
151, 4, 72, 74, 76, 0, False, 63
152, 4, 73, 75, 76, 0, False, 64
153, 4, 73, 74, 76, 0, False, 65
154, 4, 71, 72, 73, 74, False, 66
155, 4, 71, 73, 74, 75, False, 67
156, 4, 72, 73, 76, 0, False, 68
157, 4, 73, 74, 75, 76, False, 69
158, 4, 73, 74, 75, 76, False, 70
159, 5, 77, 0, 0, 0, False, 71
160, 5, 77, 78, 0, 0, False, 72
161, 5, 77, 78, 0, 0, False, 73
162, 5, 78, 0, 0, 0, False, 74
163, 5, 79, 0, 0, 0, False, 75
164, 5, 79, 0, 0, 0, False, 76
165, 6, 80, 83, 85, 88, False, 77
166, 6, 81, 84, 94, 0, False, 78
167, 6, 81, 85, 86, 0, False, 79
168, 6, 94, 0, 0, 0, True, 93
169, 7, 95, 0, 0, 0, False, 80
170, 7, 96, 0, 0, 0, False, 81
171, 7, 97, 0, 0, 0, True, 83
172, 7, 97, 0, 0, 0, True, 84
173, 7, 99, 0, 0, 0, False, 87
174, 7, 91, 99, 0, 0, False, 88
175, 7, 91, 100, 0, 0, False, 89
176, 7, 91, 100, 0, 0, False, 90
177, 7, 101, 0, 0, 0, True, 92
178, 8, 103, 0, 0, 0, False, 95
179, 8, 103, 0, 0, 0, False, 96
180, 8, 104, 0, 0, 0, False, 99
181, 8, 104, 0, 0, 0, False, 100
182, 9, 105, 0, 0, 0, True, 97
183, 9, 106, 0, 0, 0, True, 101
184, 9, 105, 0, 0, 0, False, 103
185, 9, 106, 0, 0, 0, False, 104
186, 10, 107, 107, 0, 0, True, 98
187, 10, 108, 108, 0, 0, True, 102
188, 10, 107, 0, 0, 0, False, 105
189, 10, 108, 0, 0, 0, False, 106
190, 11, 109, 0, 0, 0, False, 107
191, 11, 109, 0, 0, 0, False, 108
192, 12, 110, 0, 0, 0, False, 109
