节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
95, 0, 4, 0, 0, 0, False, 1
96, 0, 5, 6, 7, 0, False, 2
97, 0, 6, 8, 0, 0, False, 3
98, 1, 10, 0, 0, 0, False, 4
99, 1, 11, 0, 0, 0, False, 5
100, 1, 10, 11, 12, 0, False, 6
101, 1, 10, 0, 0, 0, False, 7
102, 1, 12, 0, 0, 0, False, 8
103, 1, 11, 0, 0, 0, False, 9
104, 2, 15, 0, 0, 0, False, 3
105, 2, 15, 16, 0, 0, False, 4
106, 2, 11, 17, 0, 0, False, 5
107, 2, 14, 0, 0, 0, True, 10
108, 2, 15, 16, 17, 0, True, 11
109, 2, 17, 18, 0, 0, True, 12
110, 3, 21, 0, 0, 0, True, 10
111, 3, 20, 0, 0, 0, False, 14
112, 3, 20, 21, 0, 0, False, 16
113, 3, 21, 0, 0, 0, False, 17
114, 3, 49, 57, 58, 0, False, 45
115, 3, 50, 51, 52, 58, False, 46
116, 3, 53, 58, 60, 0, False, 47
117, 3, 53, 60, 0, 0, False, 48
118, 4, 61, 62, 69, 0, False, 49
119, 4, 62, 63, 68, 0, False, 50
120, 4, 62, 64, 65, 0, False, 51
121, 4, 64, 66, 67, 72, False, 52
122, 4, 63, 64, 65, 67, False, 53
123, 4, 66, 0, 0, 0, False, 54
124, 4, 65, 66, 68, 0, False, 55
125, 4, 61, 62, 68, 69, False, 56
126, 4, 63, 64, 68, 70, False, 57
127, 4, 63, 70, 71, 0, False, 58
128, 4, 64, 70, 72, 0, False, 59
129, 4, 61, 64, 65, 0, False, 60
130, 5, 24, 0, 0, 0, True, 12
131, 5, 24, 0, 0, 0, True, 19
132, 5, 24, 0, 0, 0, True, 22
133, 5, 73, 74, 0, 0, False, 61
134, 5, 74, 75, 0, 0, False, 62
135, 5, 74, 76, 0, 0, False, 63
136, 5, 75, 76, 0, 0, False, 64
137, 5, 76, 77, 0, 0, False, 65
138, 5, 77, 0, 0, 0, False, 66
139, 5, 73, 77, 78, 0, False, 67
140, 5, 73, 78, 0, 0, False, 68
141, 5, 74, 79, 0, 0, False, 69
142, 5, 74, 79, 80, 0, False, 70
143, 5, 80, 0, 0, 0, False, 71
144, 5, 75, 80, 81, 0, False, 72
145, 6, 25, 0, 0, 0, True, 13
146, 6, 25, 0, 0, 0, False, 24
147, 6, 82, 0, 0, 0, False, 73
148, 6, 83, 0, 0, 0, False, 74
149, 6, 82, 83, 84, 0, False, 75
150, 6, 82, 84, 0, 0, False, 76
151, 6, 83, 85, 0, 0, False, 77
152, 6, 84, 0, 0, 0, False, 78
153, 6, 85, 86, 0, 0, False, 79
154, 6, 86, 87, 0, 0, False, 80
155, 6, 86, 87, 0, 0, False, 81
156, 7, 26, 0, 0, 0, False, 25
157, 7, 88, 89, 0, 0, False, 82
158, 7, 88, 89, 0, 0, False, 83
159, 7, 88, 90, 0, 0, False, 84
160, 7, 89, 0, 0, 0, False, 85
161, 7, 90, 0, 0, 0, False, 86
162, 7, 88, 90, 0, 0, False, 87
163, 8, 27, 0, 0, 0, True, 15
164, 8, 27, 0, 0, 0, False, 16
165, 8, 27, 0, 0, 0, False, 26
166, 8, 91, 92, 0, 0, False, 88
167, 8, 91, 0, 0, 0, False, 89
168, 8, 91, 92, 0, 0, False, 90
169, 9, 28, 0, 0, 0, True, 22
170, 9, 28, 0, 0, 0, False, 27
171, 9, 93, 0, 0, 0, False, 91
172, 9, 93, 0, 0, 0, False, 92
173, 10, 23, 23, 23, 23, True, 11
174, 10, 23, 0, 0, 0, True, 12
175, 10, 23, 29, 0, 0, True, 18
176, 10, 23, 23, 0, 0, True, 19
177, 10, 29, 0, 0, 0, True, 22
178, 10, 29, 0, 0, 0, False, 28
179, 10, 94, 0, 0, 0, False, 93
180, 11, 30, 0, 0, 0, True, 18
181, 11, 30, 0, 0, 0, False, 29
182, 12, 31, 31, 31, 0, True, 19
183, 12, 31, 0, 0, 0, False, 30
184, 13, 32, 0, 0, 0, False, 31
185, 14, 33, 0, 0, 0, True, 22
186, 14, 33, 0, 0, 0, True, 23
187, 14, 33, 0, 0, 0, False, 32
188, 15, 34, 0, 0, 0, True, 22
189, 15, 34, 0, 0, 0, False, 30
190, 15, 34, 0, 0, 0, False, 33
191, 16, 35, 0, 0, 0, True, 10
192, 16, 36, 36, 36, 36, True, 11
193, 16, 37, 0, 0, 0, True, 12
194, 16, 35, 0, 0, 0, True, 23
195, 16, 35, 36, 0, 0, False, 24
196, 16, 37, 0, 0, 0, False, 25
197, 16, 37, 0, 0, 0, False, 26
198, 16, 35, 36, 37, 0, False, 31
199, 16, 35, 36, 37, 0, False, 34
200, 17, 38, 40, 0, 0, False, 27
201, 17, 38, 40, 0, 0, False, 28
202, 17, 38, 40, 0, 0, False, 32
203, 17, 38, 0, 0, 0, False, 35
204, 17, 40, 0, 0, 0, False, 36
205, 17, 40, 0, 0, 0, False, 37
206, 18, 43, 0, 0, 0, False, 38
207, 18, 43, 0, 0, 0, False, 40
