节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
95, 0, 13, 0, 0, 0, False, 1
96, 0, 13, 14, 0, 0, False, 2
97, 0, 15, 0, 0, 0, False, 3
98, 0, 15, 16, 0, 0, False, 4
99, 0, 17, 0, 0, 0, False, 5
100, 0, 17, 18, 0, 0, False, 6
101, 0, 13, 19, 0, 0, False, 7
102, 0, 13, 19, 20, 0, False, 8
103, 0, 14, 21, 0, 0, False, 9
104, 0, 14, 21, 22, 0, False, 10
105, 0, 15, 16, 17, 23, False, 11
106, 0, 18, 23, 24, 0, False, 12
107, 1, 25, 0, 0, 0, False, 13
108, 1, 25, 26, 0, 0, False, 14
109, 1, 27, 0, 0, 0, False, 15
110, 1, 27, 28, 0, 0, False, 16
111, 1, 29, 0, 0, 0, False, 17
112, 1, 29, 30, 0, 0, False, 18
113, 1, 31, 0, 0, 0, False, 19
114, 1, 31, 32, 0, 0, False, 20
115, 1, 25, 26, 27, 33, False, 21
116, 1, 28, 33, 34, 0, False, 22
117, 1, 28, 35, 0, 0, False, 23
118, 1, 29, 35, 36, 0, False, 24
119, 2, 37, 0, 0, 0, False, 25
120, 2, 37, 0, 0, 0, False, 26
121, 2, 38, 40, 0, 0, False, 27
122, 2, 38, 40, 0, 0, False, 28
123, 2, 39, 41, 0, 0, False, 29
124, 2, 39, 41, 0, 0, False, 30
125, 2, 37, 40, 44, 0, False, 31
126, 2, 38, 40, 44, 0, False, 32
127, 2, 38, 41, 45, 0, False, 33
128, 2, 39, 41, 45, 0, False, 34
129, 2, 39, 42, 48, 0, False, 35
130, 2, 40, 41, 42, 48, False, 36
131, 3, 49, 50, 0, 0, False, 37
132, 3, 50, 51, 0, 0, False, 38
133, 3, 50, 52, 0, 0, False, 39
134, 3, 52, 53, 0, 0, False, 40
135, 3, 53, 54, 0, 0, False, 41
136, 3, 54, 55, 0, 0, False, 42
137, 3, 54, 56, 0, 0, False, 43
138, 3, 49, 56, 57, 0, False, 44
139, 3, 49, 57, 58, 0, False, 45
140, 3, 50, 51, 52, 58, False, 46
141, 3, 53, 58, 60, 0, False, 47
142, 3, 53, 60, 0, 0, False, 48
143, 4, 61, 62, 69, 0, False, 49
144, 4, 62, 63, 68, 0, False, 50
145, 4, 62, 64, 65, 0, False, 51
146, 4, 64, 66, 67, 72, False, 52
147, 4, 63, 64, 65, 67, False, 53
148, 4, 66, 0, 0, 0, False, 54
149, 4, 65, 66, 68, 0, False, 55
150, 4, 61, 62, 68, 69, False, 56
151, 4, 63, 64, 68, 70, False, 57
152, 4, 63, 70, 71, 0, False, 58
153, 4, 64, 70, 72, 0, False, 59
154, 4, 61, 64, 65, 0, False, 60
155, 5, 73, 74, 0, 0, False, 61
156, 5, 74, 75, 0, 0, False, 62
157, 5, 74, 76, 0, 0, False, 63
158, 5, 75, 76, 0, 0, False, 64
159, 5, 76, 77, 0, 0, False, 65
160, 5, 77, 0, 0, 0, False, 66
161, 5, 73, 77, 78, 0, False, 67
162, 5, 73, 78, 0, 0, False, 68
163, 5, 74, 79, 0, 0, False, 69
164, 5, 74, 79, 80, 0, False, 70
165, 5, 80, 0, 0, 0, False, 71
166, 5, 75, 80, 81, 0, False, 72
167, 6, 82, 0, 0, 0, False, 73
168, 6, 83, 0, 0, 0, False, 74
169, 6, 82, 83, 84, 0, False, 75
170, 6, 82, 84, 0, 0, False, 76
171, 6, 83, 85, 0, 0, False, 77
172, 6, 84, 0, 0, 0, False, 78
173, 6, 85, 86, 0, 0, False, 79
174, 6, 86, 87, 0, 0, False, 80
175, 6, 86, 87, 0, 0, False, 81
176, 7, 88, 89, 0, 0, False, 82
177, 7, 88, 89, 0, 0, False, 83
178, 7, 88, 90, 0, 0, False, 84
179, 7, 89, 0, 0, 0, False, 85
180, 7, 90, 0, 0, 0, False, 86
181, 7, 88, 90, 0, 0, False, 87
182, 8, 91, 92, 0, 0, False, 88
183, 8, 91, 0, 0, 0, False, 89
184, 8, 91, 92, 0, 0, False, 90
185, 9, 93, 0, 0, 0, False, 91
186, 9, 93, 0, 0, 0, False, 92
187, 10, 94, 0, 0, 0, False, 93
