节点编号, 时间步, 子节点1, 子节点2, 子节点3, 子节点4, 节点类型, 原节点编号
111, 0, 3, 4, 5, 6, False, 1
112, 0, 3, 4, 5, 6, False, 2
113, 1, 13, 14, 0, 0, False, 1
114, 1, 11, 12, 13, 14, False, 2
115, 1, 11, 13, 0, 0, False, 3
116, 1, 11, 12, 14, 0, False, 4
117, 1, 11, 12, 13, 0, False, 5
118, 1, 11, 12, 14, 0, False, 6
119, 1, 11, 12, 13, 14, False, 7
120, 1, 11, 12, 13, 14, False, 8
121, 1, 11, 12, 13, 14, False, 9
122, 1, 11, 12, 13, 14, False, 10
123, 2, 15, 16, 17, 18, False, 2
124, 2, 15, 16, 17, 19, False, 3
125, 2, 15, 16, 17, 19, False, 4
126, 2, 16, 17, 18, 19, False, 6
127, 2, 15, 16, 17, 18, False, 11
128, 2, 15, 17, 18, 19, False, 12
129, 2, 15, 16, 17, 18, False, 13
130, 2, 15, 16, 17, 18, False, 14
131, 2, 58, 59, 0, 0, False, 46
132, 2, 57, 0, 0, 0, True, 51
133, 3, 61, 0, 0, 0, False, 17
134, 3, 65, 0, 0, 0, True, 22
135, 3, 60, 62, 63, 64, False, 50
136, 3, 61, 62, 64, 65, True, 51
137, 3, 60, 63, 64, 67, False, 57
138, 3, 62, 63, 70, 0, False, 58
139, 3, 62, 64, 69, 70, False, 59
140, 4, 52, 0, 0, 0, False, 38
141, 4, 52, 0, 0, 0, True, 51
142, 4, 71, 73, 0, 0, False, 60
143, 4, 71, 73, 74, 0, False, 61
144, 4, 71, 72, 74, 75, False, 62
145, 4, 72, 74, 76, 0, False, 63
146, 4, 73, 75, 76, 0, False, 64
147, 4, 73, 74, 76, 0, False, 65
148, 4, 71, 72, 73, 74, False, 66
149, 4, 71, 73, 74, 75, False, 67
150, 4, 72, 73, 76, 0, False, 68
151, 4, 73, 74, 75, 76, False, 69
152, 4, 73, 74, 75, 76, False, 70
153, 5, 77, 0, 0, 0, False, 71
154, 5, 77, 78, 0, 0, False, 72
155, 5, 77, 78, 0, 0, False, 73
156, 5, 78, 0, 0, 0, False, 74
157, 5, 79, 0, 0, 0, False, 75
158, 5, 79, 0, 0, 0, False, 76
159, 6, 80, 83, 85, 88, False, 77
160, 6, 81, 84, 92, 94, False, 78
161, 6, 81, 85, 86, 0, False, 79
162, 6, 94, 0, 0, 0, True, 93
163, 7, 95, 0, 0, 0, False, 80
164, 7, 96, 0, 0, 0, False, 81
165, 7, 97, 0, 0, 0, True, 83
166, 7, 97, 0, 0, 0, True, 84
167, 7, 99, 0, 0, 0, False, 87
168, 7, 91, 99, 0, 0, False, 88
169, 7, 91, 100, 0, 0, False, 89
170, 7, 91, 100, 0, 0, False, 90
171, 7, 101, 0, 0, 0, True, 92
172, 8, 103, 0, 0, 0, False, 95
173, 8, 103, 0, 0, 0, False, 96
174, 8, 104, 0, 0, 0, False, 99
175, 8, 104, 0, 0, 0, False, 100
176, 9, 105, 0, 0, 0, True, 97
177, 9, 106, 0, 0, 0, True, 101
178, 9, 105, 0, 0, 0, False, 103
179, 9, 106, 0, 0, 0, False, 104
180, 10, 107, 107, 0, 0, True, 98
181, 10, 108, 108, 0, 0, True, 102
182, 10, 107, 0, 0, 0, False, 105
183, 10, 108, 0, 0, 0, False, 106
184, 11, 109, 0, 0, 0, False, 107
185, 11, 109, 0, 0, 0, False, 108
186, 12, 110, 0, 0, 0, False, 109
